tm,avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,avgTd,avgPs,flood_risk
2006-02-13,4.5,-2.0,10.6,0.1,2.2,48.4,0.2,-5.6,1019.8,0
2006-02-14,5.5,4.4,7.5,5.5,2.3,92.9,3.0,4.7,1013.7,0
2006-02-22,3.0,-1.5,7.3,0.5,3.0,57.1,4.0,-5.5,1022.6,0
2006-02-26,0.5,-3.5,7.5,0.2,3.8,52.3,2.4,-8.6,1024.5,0
2006-02-28,2.8,0.5,4.8,0.1,1.7,63.3,2.0,-4.1,1027.2,0
2006-03-01,0.0,-2.4,2.5,3.8,3.3,71.8,1.9,-4.7,1018.7,0
2006-03-02,-0.9,-2.9,2.0,1.0,3.4,58.3,1.3,-8.6,1017.4,0
2006-03-04,3.6,-2.2,10.0,3.0,2.7,56.5,2.8,-5.6,1022.1,0
2006-03-05,7.9,4.5,12.6,0.0,2.9,70.9,7.2,2.9,1019.3,0
2006-03-09,10.7,6.8,15.6,0.0,2.0,36.5,8.9,-3.7,1020.7,0
2006-03-10,9.9,7.0,14.6,0.0,3.4,68.8,9.9,4.4,1016.4,0
2006-03-13,-2.0,-6.9,3.0,0.0,3.2,40.5,-0.6,-14.3,1019.8,0
2006-03-16,4.1,3.0,6.9,4.5,2.1,87.4,4.1,2.4,1008.7,0
2006-03-22,10.3,6.0,17.2,0.0,3.1,48.6,10.2,-0.5,1010.7,0
2006-03-25,8.9,4.4,14.8,0.0,4.2,48.6,10.1,-1.6,1015.4,0
2006-03-28,2.9,1.0,4.9,0.2,4.1,51.6,5.0,-6.6,1009.6,0
2006-03-29,3.8,-0.3,7.1,1.5,3.9,48.1,6.2,-7.1,1011.6,0
2006-04-01,9.7,7.5,11.6,16.5,2.5,70.5,8.3,3.6,1007.9,0
2006-04-02,7.4,5.3,11.1,0.5,3.9,83.5,7.0,4.9,1003.9,0
2006-04-04,12.0,10.8,14.5,1.5,2.1,63.6,10.1,5.6,1009.0,0
2006-04-09,15.2,8.8,21.7,0.1,2.7,46.1,15.1,3.6,1015.3,0
2006-04-10,14.7,11.6,18.6,11.5,3.6,68.4,14.6,8.9,1008.4,0
2006-04-18,14.6,12.1,17.7,0.0,3.7,52.9,13.9,4.4,1013.8,0
2006-04-19,8.8,3.2,16.6,16.0,4.6,84.8,9.4,6.6,1005.8,0
2006-04-20,7.3,3.2,9.3,0.0,5.1,58.1,6.6,-0.4,1005.8,0
2006-04-23,9.2,7.1,13.1,3.5,3.0,74.9,8.2,5.0,1007.5,0
2006-04-26,12.0,8.3,16.7,0.0,2.1,43.6,12.6,-0.5,1013.0,0
2006-04-27,12.3,9.1,18.7,0.2,3.0,62.9,17.0,4.9,1013.7,0
2006-04-30,15.9,12.6,20.1,2.0,2.9,70.1,14.6,10.7,1000.7,0
2006-05-04,17.7,11.3,24.7,0.2,2.5,53.1,22.2,6.7,1018.2,0
2006-05-05,20.7,18.1,23.6,3.5,1.8,66.1,20.6,14.2,1014.4,0
2006-05-06,15.1,13.5,18.8,93.0,3.9,89.4,15.2,13.5,1004.8,1
2006-05-10,18.2,16.0,20.2,0.3,2.1,74.6,18.8,13.8,1010.7,0
2006-05-12,16.8,15.1,18.8,0.0,1.7,44.6,16.5,4.6,1020.7,0
2006-05-22,17.5,14.6,22.5,30.5,4.3,89.6,18.6,15.9,1005.8,1
2006-05-27,16.3,13.8,21.2,27.5,3.3,81.3,17.4,13.1,1000.4,0
2006-05-28,17.3,13.5,22.2,1.0,2.4,67.3,18.9,11.1,1001.5,0
2006-05-29,18.4,14.6,22.7,0.2,2.3,68.9,21.7,12.7,1004.5,0
2006-06-08,20.1,18.3,24.0,6.5,1.9,69.4,22.6,14.4,999.5,0
2006-06-09,21.0,17.2,26.2,0.5,2.4,60.4,24.9,12.6,995.9,0
2006-06-10,17.3,15.1,20.6,39.5,2.6,80.1,18.0,14.0,999.0,1
2006-06-11,16.9,15.6,17.8,2.5,3.2,82.5,17.5,14.1,1005.2,0
2006-06-14,19.0,16.5,22.1,63.0,2.6,82.0,19.0,15.8,1003.2,1
2006-06-15,18.5,15.8,22.7,2.0,3.3,80.1,21.1,15.0,1000.3,0
2006-06-17,22.2,18.0,26.3,0.0,2.2,51.3,25.5,11.6,1007.2,0
2006-06-21,19.2,18.7,20.1,14.0,1.9,91.0,20.3,17.9,1010.7,0
2006-06-25,24.4,20.3,29.2,8.0,2.4,64.4,29.1,16.9,1006.4,0
2006-06-26,20.4,19.6,22.8,11.5,2.4,91.5,21.7,19.1,1004.9,0
2006-06-27,21.1,19.1,24.2,1.0,2.4,87.3,21.5,19.0,1005.7,0
2006-06-29,25.0,21.7,29.3,13.5,1.5,77.0,25.4,20.5,1006.6,0
2006-06-30,23.2,20.8,26.8,6.5,3.9,87.4,24.1,21.0,1005.2,0
2006-07-01,22.6,21.1,24.7,4.5,2.6,85.4,22.9,20.1,1003.9,0
2006-07-02,23.0,20.6,26.7,0.0,2.4,73.9,24.9,17.9,1004.6,0
2006-07-04,22.4,21.5,24.0,4.0,2.9,84.3,22.6,19.7,999.9,0
2006-07-05,21.5,18.7,24.7,2.5,3.0,71.9,23.6,16.3,999.6,0
2006-07-06,21.1,19.2,23.5,13.0,2.1,78.8,22.8,17.3,1001.2,0
2006-07-07,23.0,20.0,26.8,10.0,1.2,79.8,23.8,19.2,1003.8,0
2006-07-09,25.7,23.5,28.8,3.5,2.2,75.9,26.8,21.1,1007.5,1
2006-07-10,23.8,21.2,26.1,19.0,4.2,80.4,23.2,20.3,1000.6,1
2006-07-11,24.7,21.2,28.7,0.5,2.7,75.6,27.2,20.0,1006.1,1
2006-07-12,23.8,22.6,25.1,226.5,3.0,93.6,23.7,22.8,1005.3,1
2006-07-13,25.2,23.7,27.2,18.5,3.5,90.5,25.5,23.6,1007.5,1
2006-07-14,27.2,25.2,29.2,0.1,2.2,79.0,27.2,23.2,1009.9,1
2006-07-15,24.1,21.1,27.2,69.0,3.9,90.4,24.6,22.5,1009.1,1
2006-07-16,18.7,17.7,21.2,241.0,1.9,96.0,19.6,18.2,1008.0,1
2006-07-17,19.2,18.7,20.3,42.5,1.3,93.5,20.1,18.3,1007.2,1
2006-07-18,19.1,17.5,20.7,31.0,3.0,93.0,19.8,18.1,1002.5,1
2006-07-19,21.8,18.5,24.2,0.5,2.6,78.1,21.8,17.9,1003.8,1
2006-07-20,21.7,19.1,24.7,4.5,2.2,78.0,22.5,17.7,1002.1,1
2006-07-21,22.1,18.8,26.7,3.5,1.9,81.4,23.1,18.7,1001.3,1
2006-07-22,23.4,21.2,27.5,9.5,3.2,78.4,25.4,19.3,1001.4,1
2006-07-25,24.7,20.7,28.3,0.3,1.1,68.0,25.2,18.4,1012.2,1
2006-07-26,22.2,20.7,24.6,5.0,1.6,84.5,22.9,19.5,1014.9,1
2006-07-27,20.9,20.1,22.0,195.0,2.5,94.6,21.2,20.1,1010.5,1
2006-07-28,21.8,20.6,23.2,88.0,1.4,94.5,22.0,21.0,1009.5,1
2006-07-29,24.6,22.1,27.2,22.0,1.5,89.3,25.6,22.7,1011.7,1
2006-07-30,26.1,24.3,29.7,0.1,2.2,83.3,26.1,23.1,1012.4,0
2006-08-05,29.0,25.6,32.9,0.1,1.5,66.6,30.6,22.1,1011.7,0
2006-08-07,27.2,23.7,31.7,22.0,1.3,72.8,29.4,21.8,1009.0,0
2006-08-11,26.6,24.5,30.1,0.0,1.7,69.8,27.4,20.7,1009.1,0
2006-08-15,28.2,26.2,32.4,20.5,1.3,79.3,28.7,24.2,1002.6,0
2006-08-16,28.3,26.0,31.7,0.5,1.6,78.5,28.9,24.1,1001.7,0
2006-08-17,26.6,24.2,30.8,10.5,3.0,72.4,28.5,21.0,1002.2,0
2006-08-19,24.8,20.8,29.7,0.1,4.0,49.5,28.7,13.3,1004.7,0
2006-08-20,23.6,21.0,26.5,0.0,2.3,67.3,26.4,17.3,1006.4,0
2006-08-22,27.6,24.3,31.6,0.0,1.6,68.8,28.4,21.3,1009.7,0
2006-08-23,27.1,25.2,30.6,0.0,1.8,67.4,28.8,20.6,1010.6,0
2006-08-24,27.0,23.7,30.7,0.0,1.5,67.9,28.5,20.4,1012.3,0
2006-08-25,25.1,23.3,29.0,14.5,1.6,81.3,26.1,21.7,1013.6,0
2006-08-26,25.2,22.8,31.3,32.0,2.4,83.0,27.0,21.9,1010.7,1
2006-08-27,24.2,23.0,25.7,18.5,2.3,87.8,24.4,22.1,1006.4,0
2006-08-29,23.7,22.2,25.8,2.5,1.4,84.3,24.3,21.0,1009.6,0
2006-09-05,21.1,16.2,26.3,0.1,2.7,59.9,26.2,12.8,1007.7,0
2006-09-06,19.8,15.8,25.2,3.5,1.9,69.0,22.8,13.7,1008.2,0
2006-09-08,22.0,18.7,25.7,0.0,2.7,59.6,23.3,13.9,1014.1,0
2006-09-09,17.2,13.6,22.1,4.5,2.4,80.8,18.4,14.0,1013.9,0
2006-09-17,20.2,16.8,22.8,2.0,3.5,53.9,21.3,10.4,1008.8,0
2006-09-18,18.2,16.3,20.0,0.5,1.8,67.9,17.9,12.2,1008.9,0
2006-09-27,22.0,18.7,27.2,0.0,2.0,51.6,24.9,11.3,1015.2,0
2006-09-28,20.5,18.1,23.1,0.5,1.9,70.6,21.4,15.1,1016.1,0
2006-09-29,20.7,17.3,25.6,0.0,1.8,60.9,23.3,12.2,1017.2,0
2006-10-11,19.3,15.0,23.6,0.0,2.6,60.9,20.3,11.0,1017.3,0
2006-10-18,19.4,16.7,23.2,0.2,1.8,75.1,20.4,15.0,1021.1,0
2006-10-20,19.1,16.0,23.5,0.5,1.6,72.6,20.2,14.0,1022.1,0
2006-10-22,16.5,15.1,18.7,21.5,2.1,83.6,16.6,13.9,1014.2,0
2006-10-23,12.0,10.5,15.6,8.0,3.9,63.8,13.0,5.5,1017.4,0
2006-11-03,14.8,9.6,20.2,1.5,2.0,71.6,15.1,9.8,1016.6,0
2006-11-05,13.3,8.3,17.7,7.0,3.5,53.9,13.5,3.5,1011.7,0
2006-11-06,4.6,-0.1,8.8,17.0,2.2,75.3,8.0,0.6,1013.2,0
2006-11-08,13.0,5.5,17.1,0.0,4.1,71.1,11.1,8.1,1016.5,0
2006-11-09,13.8,8.6,17.2,2.5,3.7,44.5,13.0,-0.1,1018.7,0
2006-11-13,9.1,4.5,13.6,3.0,2.3,71.0,7.7,4.2,1015.2,0
2006-11-14,5.6,2.5,8.6,0.0,3.1,43.3,6.7,-6.3,1018.4,0
2006-11-15,5.6,1.8,10.5,3.5,2.9,64.1,6.7,-1.0,1018.5,0
2006-11-21,8.4,5.4,11.1,0.1,1.9,73.4,6.9,4.1,1019.6,0
2006-11-27,8.1,5.8,12.0,12.0,2.9,79.1,8.6,4.9,1014.1,0
2006-11-28,5.1,2.5,7.0,0.5,2.8,72.5,5.5,0.8,1018.2,0
2006-11-30,1.8,-0.6,3.5,0.5,1.8,82.3,1.6,-0.7,1023.5,0
2006-12-01,3.1,0.8,5.9,0.3,1.9,72.3,3.8,-1.5,1019.1,0
2006-12-07,5.0,3.5,7.4,1.0,1.7,68.3,4.8,-0.4,1025.6,0
2006-12-08,6.6,4.0,9.1,2.5,3.1,59.6,5.8,-0.7,1025.1,0
2006-12-09,2.5,-1.2,5.9,2.5,2.7,73.9,4.4,-1.7,1024.3,0
2006-12-15,3.2,0.6,6.4,2.5,1.6,80.5,1.3,0.3,1021.7,0
2006-12-16,2.4,-0.2,4.8,3.0,2.1,70.3,2.8,-3.0,1020.2,0
2006-12-17,-1.0,-3.9,1.6,5.5,2.0,80.5,0.9,-4.1,1022.0,0
2006-12-22,4.1,2.0,7.3,0.0,1.9,65.5,2.8,-1.6,1025.6,0
2007-01-01,3.3,0.0,6.0,0.2,1.3,44.5,0.8,-7.9,1027.0,0
2007-01-02,3.1,1.5,4.5,0.5,1.4,80.1,1.3,0.2,1025.2,0
2007-01-06,-1.2,-4.8,4.6,9.0,4.3,76.6,0.9,-5.0,1013.7,0
2007-01-18,1.0,-1.1,4.3,0.0,2.5,50.3,1.5,-8.6,1026.9,0
2007-01-26,1.4,-0.2,4.3,0.1,2.2,66.6,0.6,-4.1,1019.4,0
2007-01-30,-0.4,-5.0,2.7,1.0,3.7,54.8,2.0,-8.9,1023.1,0
2007-02-08,5.6,4.5,6.5,1.0,1.8,77.5,4.0,2.0,1020.2,0
2007-02-09,4.6,3.9,6.1,0.0,2.8,70.3,5.1,-0.2,1015.9,0
2007-02-10,3.5,0.4,6.0,0.0,3.5,59.5,4.3,-3.9,1015.0,0
2007-02-13,3.7,1.2,7.4,11.5,2.7,64.5,2.6,-2.8,1017.8,0
2007-02-14,-0.1,-3.2,4.0,0.1,4.5,59.6,3.1,-7.6,1015.3,0
2007-02-22,7.6,2.5,13.1,0.0,2.9,64.3,6.0,0.6,1014.9,0
2007-02-23,2.9,-0.6,7.4,0.0,3.4,39.8,5.7,-10.8,1020.4,0
2007-03-02,8.3,6.5,12.0,22.0,2.6,80.8,7.7,4.7,1020.7,0
2007-03-03,10.4,8.6,12.0,0.2,1.5,88.8,10.2,8.9,1020.4,0
2007-03-04,10.9,5.5,14.1,34.0,4.4,81.4,10.6,8.1,1007.4,1
2007-03-05,-2.1,-5.3,5.5,2.0,5.9,64.9,1.9,-8.2,1011.9,0
2007-03-06,-5.0,-7.6,-1.6,0.0,4.1,38.9,-0.2,-17.8,1023.4,0
2007-03-07,-2.8,-6.9,1.2,0.9,2.8,58.4,0.2,-10.5,1020.2,0
2007-03-08,0.7,-3.5,3.9,1.0,2.5,63.4,1.4,-5.7,1021.7,0
2007-03-10,2.3,-3.5,6.5,1.0,3.9,55.4,3.4,-5.9,1018.0,0
2007-03-21,6.7,5.4,8.3,1.0,2.8,74.4,6.3,2.6,1024.2,0
2007-03-23,10.8,6.0,16.2,0.4,2.1,59.1,12.7,2.6,1020.0,0
2007-03-24,9.5,7.8,13.0,10.5,2.5,84.6,10.2,7.3,1004.7,0
2007-03-26,9.6,3.0,13.5,0.0,2.5,52.3,8.3,-0.1,1013.1,0
2007-03-27,10.5,8.3,13.8,0.5,3.2,67.6,10.1,5.0,1011.0,0
2007-03-28,5.5,3.0,9.5,10.5,1.9,79.9,5.4,2.5,1010.2,0
2007-03-29,5.6,1.8,10.6,18.0,2.5,78.1,5.3,1.9,1009.4,0
2007-03-30,9.6,3.4,15.6,0.0,1.7,61.0,11.1,1.9,1013.1,0
2007-03-31,8.9,7.9,11.1,21.5,2.7,83.3,8.9,6.4,1006.5,0
2007-04-03,5.5,1.6,9.1,0.0,3.6,40.8,6.9,-6.8,1018.2,0
2007-04-07,9.3,6.3,13.8,0.0,2.3,65.8,11.7,3.3,1019.9,0
2007-04-10,10.4,9.0,14.3,0.1,2.5,54.8,10.2,1.4,1020.6,0
2007-04-11,11.1,6.8,17.0,2.5,2.9,56.1,14.2,1.6,1020.2,0
2007-04-12,11.8,8.3,15.6,3.5,2.3,63.9,13.0,4.5,1015.4,0
2007-04-13,9.6,7.5,14.3,5.0,4.4,84.5,10.0,7.3,1008.4,0
2007-04-14,10.5,5.5,15.8,1.5,3.0,61.5,12.7,2.6,1012.5,0
2007-04-15,12.2,8.0,17.6,1.0,2.5,56.5,14.8,3.0,1009.5,0
2007-04-20,12.5,10.1,14.5,26.0,3.6,70.4,11.4,6.6,1011.5,0
2007-04-21,15.2,11.8,20.0,1.0,2.4,82.3,17.1,12.2,1011.4,0
2007-04-22,13.1,11.1,16.2,0.5,2.9,60.1,15.0,4.9,1011.7,0
2007-04-30,15.7,11.3,18.7,0.0,1.5,38.0,13.6,1.4,1014.1,0
2007-05-01,14.0,11.6,16.8,2.5,2.1,78.6,14.5,10.5,1005.0,0
2007-05-03,15.3,13.0,19.5,0.0,3.4,75.4,16.6,11.1,1011.0,0
2007-05-09,15.9,10.8,22.2,5.5,3.0,65.0,17.6,8.7,1010.9,0
2007-05-12,13.0,11.1,18.6,20.0,3.0,88.0,13.6,11.3,1008.3,0
2007-05-14,16.5,14.1,20.7,0.1,4.0,67.1,16.2,10.3,1009.7,0
2007-05-16,17.3,13.6,22.0,42.0,2.7,76.9,17.2,12.9,1000.0,1
2007-05-17,18.3,13.3,24.0,4.5,3.7,60.4,20.3,9.8,995.2,0
2007-05-18,14.3,12.5,18.8,13.0,2.5,81.3,14.9,11.2,999.2,0
2007-05-19,16.0,12.5,20.0,0.0,1.4,71.9,16.3,10.8,1007.5,0
2007-05-23,20.7,15.5,25.6,0.0,1.7,48.9,21.4,9.3,1010.0,0
2007-05-24,19.8,18.3,22.2,49.0,1.6,78.4,19.6,15.8,1001.8,1
2007-05-25,19.7,16.8,23.1,1.0,3.2,71.6,22.7,14.2,998.5,0
2007-05-29,18.1,15.8,20.8,0.0,2.8,76.4,18.7,14.0,1009.5,0
2007-06-06,20.1,17.5,24.8,0.1,2.6,72.6,23.7,15.0,1008.9,0
2007-06-07,19.3,17.7,21.7,0.1,2.1,79.4,19.8,15.7,1009.0,0
2007-06-08,19.4,17.2,23.8,0.5,2.5,71.6,21.7,14.2,1009.0,0
2007-06-13,23.8,19.5,29.3,0.0,2.0,53.3,27.9,13.4,1007.0,0
2007-06-14,23.4,19.8,28.5,0.5,2.8,53.3,27.0,12.4,1006.9,0
2007-06-20,24.2,21.5,28.6,0.0,2.5,65.6,29.6,17.3,1011.4,0
2007-06-21,21.0,19.2,23.2,14.0,1.7,88.8,22.3,19.2,1007.4,0
2007-06-22,25.4,19.5,31.7,0.1,1.9,61.5,26.6,16.7,1003.7,0
2007-06-23,24.8,21.3,29.5,0.1,2.1,63.6,26.7,17.5,1006.6,0
2007-06-24,21.2,17.8,24.5,6.0,2.2,79.9,23.2,17.6,1000.4,0
2007-06-25,21.7,19.2,25.2,7.0,2.1,83.4,23.5,18.7,1002.0,0
2007-06-27,25.9,21.5,30.6,0.0,1.7,65.5,27.2,18.8,1007.0,0
2007-06-28,24.6,23.0,27.2,22.0,3.0,87.9,24.1,22.5,1002.9,0
2007-06-29,21.8,21.1,23.7,4.0,3.5,86.5,21.9,19.6,1004.3,0
2007-06-30,24.2,21.0,28.7,0.1,2.1,72.5,24.7,18.9,1007.1,0
2007-07-01,19.8,19.0,23.2,31.0,3.9,93.0,21.1,18.8,1004.8,1
2007-07-02,20.6,18.7,22.8,76.0,3.3,90.6,21.1,19.1,1002.2,1
2007-07-03,23.6,20.3,27.3,1.0,1.5,78.5,24.5,19.6,1003.4,0
2007-07-04,22.7,20.7,25.3,31.5,1.7,82.3,23.9,19.6,1001.1,1
2007-07-05,22.6,20.7,25.1,0.0,2.5,82.4,23.1,19.6,1004.3,0
2007-07-07,26.4,22.7,30.7,0.0,2.3,65.9,27.2,19.5,1003.1,0
2007-07-09,25.9,21.7,30.3,0.5,3.0,62.0,29.3,17.9,1001.2,0
2007-07-10,22.4,19.5,25.1,3.5,4.5,66.9,23.5,16.0,998.8,0
2007-07-11,18.9,17.7,21.1,35.5,3.3,90.0,20.0,17.4,1002.3,1
2007-07-12,23.4,20.1,28.0,0.0,1.8,72.9,24.2,18.1,1006.7,0
2007-07-14,24.0,22.0,27.8,0.0,5.0,54.9,26.3,14.5,1002.1,0
2007-07-15,24.7,19.1,29.0,0.0,2.3,55.6,26.9,15.2,1001.0,0
2007-07-16,19.9,18.6,25.2,35.5,3.9,91.6,21.3,18.7,997.7,1
2007-07-17,22.4,19.0,27.7,2.5,1.9,78.9,24.4,18.4,1002.0,0
2007-07-19,24.1,23.3,26.8,29.5,2.2,89.9,24.1,22.4,998.0,0
2007-07-20,26.2,23.1,30.0,0.4,1.5,78.0,26.8,21.9,1001.1,0
2007-07-21,23.6,22.0,26.2,0.2,1.7,71.8,23.9,18.2,1004.3,0
2007-07-24,23.4,21.1,26.7,19.0,1.7,85.6,23.7,20.9,1009.2,0
2007-07-25,24.7,23.2,26.7,0.5,2.3,81.8,25.1,21.4,1009.4,0
2007-07-29,24.6,21.7,27.2,7.5,1.7,81.9,26.2,21.3,1009.8,0
2007-08-01,27.2,25.1,30.1,1.0,4.1,76.8,26.1,22.8,1002.8,0
2007-08-02,27.8,25.7,30.2,5.0,3.1,79.5,26.7,23.9,1004.0,0
2007-08-03,27.5,25.2,32.2,0.5,2.2,74.6,27.8,22.5,1003.5,0
2007-08-05,24.8,22.2,27.7,0.1,2.0,79.9,25.5,21.1,1009.1,0
2007-08-06,25.7,24.0,29.3,0.5,1.9,74.5,26.1,20.7,1012.3,0
2007-08-07,23.8,22.3,25.2,32.0,2.3,87.5,23.5,21.7,1010.5,1
2007-08-08,25.3,21.8,27.7,40.5,2.9,85.3,24.4,22.7,1008.0,1
2007-08-09,26.1,22.2,29.2,31.0,4.1,84.1,25.5,23.2,1008.8,1
2007-08-10,27.7,25.7,31.0,3.5,4.1,76.9,27.2,23.2,1007.8,0
2007-08-11,28.7,25.5,33.0,0.0,1.8,67.0,28.5,21.8,1005.4,0
2007-08-12,26.2,24.6,28.1,9.0,3.3,77.9,24.7,22.0,999.2,0
2007-08-14,25.8,25.0,28.6,26.5,3.0,86.5,25.3,23.5,1001.5,0
2007-08-15,26.4,23.7,29.5,6.5,1.9,79.1,26.5,22.5,1010.3,0
2007-08-16,27.2,25.3,30.8,6.0,2.6,80.8,28.1,23.5,1013.1,0
2007-08-20,27.2,24.5,31.0,2.5,2.2,74.0,27.1,22.0,1009.8,0
2007-08-21,27.4,25.8,29.7,2.0,3.2,79.0,27.7,23.4,1007.6,0
2007-08-22,27.5,24.2,31.8,9.5,2.4,67.6,27.7,20.6,1007.4,0
2007-08-27,26.7,24.2,30.0,17.0,3.9,80.0,26.6,23.0,1010.8,0
2007-08-29,23.3,20.7,26.3,0.0,4.2,67.9,23.3,17.1,1007.2,0
2007-09-01,20.4,19.2,23.2,22.0,2.8,81.9,20.2,17.3,1008.0,0
2007-09-02,20.7,19.0,22.7,0.3,2.3,77.5,21.4,16.8,1006.7,0
2007-09-03,22.6,18.2,27.6,2.0,1.7,72.6,23.7,17.3,1010.2,0
2007-09-04,22.4,20.8,25.0,0.5,2.3,72.6,22.5,17.4,1011.7,0
2007-09-05,21.3,19.0,24.2,2.0,3.0,69.3,20.8,15.5,1010.8,0
2007-09-06,17.8,16.8,20.0,19.0,2.2,85.8,18.5,15.6,1008.0,0
2007-09-09,21.9,17.3,27.3,1.5,2.1,63.8,22.6,14.4,1009.5,0
2007-09-14,22.0,18.2,27.0,44.5,3.1,75.3,22.5,17.2,1011.1,1
2007-09-15,20.5,18.1,23.2,15.5,1.5,86.9,21.2,18.4,1007.0,0
2007-09-16,21.1,19.7,24.2,3.5,3.3,77.6,20.5,17.1,1008.6,0
2007-09-18,20.4,18.3,21.8,36.5,4.1,82.4,19.9,17.3,1013.9,1
2007-09-19,22.4,20.3,26.7,48.5,2.3,87.6,22.3,20.3,1010.9,1
2007-09-20,25.6,20.1,31.1,18.0,2.7,75.8,24.8,20.7,1010.0,0
2007-09-21,22.1,20.7,24.0,6.5,3.5,78.3,22.4,18.2,1014.3,0
2007-09-22,20.2,18.5,22.1,0.0,4.2,69.1,19.9,14.5,1019.9,0
2007-09-23,21.7,18.7,25.0,0.4,3.4,64.3,21.3,14.8,1019.4,0
2007-09-24,22.5,18.6,27.0,0.5,2.2,68.9,23.3,16.5,1016.7,0
2007-09-27,21.0,18.3,23.5,19.5,3.4,84.9,20.6,18.5,1011.3,0
2007-09-28,17.2,15.1,19.7,0.5,2.0,63.0,17.5,9.8,1017.5,0
2007-09-29,18.1,14.1,21.2,0.2,2.4,67.8,17.7,12.2,1021.4,0
2007-09-30,17.9,16.7,18.7,0.5,1.4,78.4,17.5,14.3,1019.1,0
2007-10-01,18.3,16.6,20.7,0.0,1.1,74.9,18.4,13.8,1016.8,0
2007-10-03,18.3,17.5,19.3,1.0,2.3,81.4,18.2,15.2,1018.5,0
2007-10-04,20.2,17.5,25.0,1.5,1.7,78.1,20.7,16.2,1017.7,0
2007-10-07,19.5,15.1,25.2,1.5,2.7,68.6,19.9,13.6,1012.6,0
2007-10-10,15.9,11.3,19.7,0.0,1.6,66.6,16.0,9.8,1017.1,0
2007-10-11,16.1,12.8,20.0,0.0,2.2,56.4,17.2,7.0,1018.8,0
2007-10-19,10.9,7.5,13.8,6.5,3.1,60.9,11.5,3.1,1015.9,0
2007-10-25,15.7,11.8,20.6,6.0,1.6,74.0,14.9,11.0,1021.6,0
2007-10-26,16.0,12.8,20.7,1.0,1.6,69.1,15.8,10.1,1019.2,0
2007-10-28,13.7,10.3,17.6,22.0,2.8,72.4,13.0,8.9,1014.4,0
2007-10-31,11.6,7.0,15.5,0.0,2.2,58.9,10.9,3.9,1023.1,0
2007-11-09,11.9,9.3,18.6,0.3,2.4,63.9,9.4,5.4,1020.8,0
2007-11-15,8.3,4.6,11.3,0.3,2.8,60.9,9.0,1.0,1025.0,0
2007-11-17,5.1,1.5,10.3,2.0,2.6,58.3,4.4,-2.6,1018.0,0
2007-11-19,-0.3,-5.5,3.9,5.5,1.9,50.4,0.4,-10.2,1025.2,0
2007-11-20,0.6,-2.0,3.5,0.3,3.1,47.0,1.6,-9.6,1025.3,0
2007-11-21,1.4,-1.5,5.4,2.5,2.3,55.5,1.6,-7.8,1029.1,0
2007-11-23,7.0,4.4,9.8,15.0,2.4,78.3,6.1,3.5,1024.5,0
2007-11-26,5.2,0.6,8.3,0.5,2.4,69.4,4.5,-0.2,1022.2,0
2007-12-03,0.8,-2.0,6.0,0.0,2.9,48.9,0.8,-8.9,1024.9,0
2007-12-06,0.9,-2.0,3.2,0.5,2.3,62.3,0.2,-6.0,1023.1,0
2007-12-07,1.6,0.2,3.7,2.5,2.2,77.0,1.4,-1.8,1021.6,0
2007-12-10,2.0,-1.6,5.0,1.5,2.5,64.6,0.1,-4.3,1023.2,0
2007-12-11,5.4,2.5,9.1,0.5,1.8,74.9,4.7,1.5,1018.3,0
2007-12-14,-0.1,-4.0,4.0,0.7,2.4,56.5,-0.7,-8.2,1017.3,0
2007-12-15,1.2,-1.8,4.6,2.1,2.6,69.6,1.3,-4.1,1020.3,0
2007-12-18,0.7,-1.2,4.4,0.1,1.8,56.0,-0.2,-7.3,1023.0,0
2007-12-20,3.3,0.5,7.6,0.7,2.2,71.6,1.6,-1.1,1023.9,0
2007-12-27,6.4,3.2,9.1,0.4,2.0,69.9,3.2,1.5,1023.4,0
2007-12-28,5.1,3.0,6.8,2.0,2.4,82.5,4.0,2.6,1015.6,0
2007-12-29,-1.1,-4.8,3.0,1.7,4.0,59.0,0.3,-8.6,1012.7,0
2007-12-30,-6.4,-7.4,-4.8,0.0,4.6,48.6,-4.1,-16.5,1014.2,0
2007-12-31,-5.4,-7.0,-2.9,0.0,4.6,50.3,-4.0,-15.0,1016.7,0
2008-01-11,0.6,-1.7,2.0,6.7,1.7,69.6,-0.2,-5.5,1021.1,0
2008-01-21,1.3,-0.7,3.8,4.5,3.8,66.1,0.0,-4.3,1026.0,0
2008-01-22,0.7,-0.3,1.5,6.5,2.5,84.1,-0.1,-1.5,1024.6,0
2008-01-30,-2.2,-5.0,0.0,0.0,3.6,47.4,-1.1,-12.7,1022.7,0
2008-02-08,-2.7,-7.5,1.5,0.0,2.0,51.4,-1.8,-12.5,1025.6,0
2008-02-09,-1.9,-3.5,0.7,0.0,2.5,55.3,-0.3,-10.3,1025.2,0
2008-02-22,5.9,1.2,10.5,1.0,3.4,63.5,4.7,-0.5,1017.0,0
2008-02-25,-0.9,-3.1,2.5,6.6,1.8,63.1,-1.1,-8.2,1026.3,0
2008-02-26,-1.1,-2.5,1.2,7.4,3.2,66.5,-0.1,-7.0,1020.1,0
2008-03-02,2.6,0.7,5.3,0.2,2.0,63.3,2.2,-3.7,1015.6,0
2008-03-04,1.8,0.5,3.9,4.0,1.3,68.3,-0.4,-3.5,1019.9,0
