avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,avgTd,avgPs,flood_risk,tm,rn_sum,rn_max,rn_mean,ws_max,ws_mean,ta_mean,hm_mean,month,day,weekday,is_weekend,is_rainy,rain_hours,max_hourly_rn
3.2,0.6,6.4,2.5,1.6,80.5,1.3,0.3,1021.7,0,2006-12-15,2.5,1.8,0.8333333333333334,2.3,1.4458333333333335,3.2541666666666664,77.45833333333333,12,15,4,0,0,1,2.5
2.4,-0.2,4.8,3.0,2.1,70.3,2.8,-3.0,1020.2,0,2006-12-16,0.0,,,4.0,2.1875,2.875,69.29166666666667,12,16,5,1,0,1,3.0
-1.0,-3.9,1.6,5.5,2.0,80.5,0.9,-4.1,1022.0,0,2006-12-17,8.5,4.5,1.2142857142857142,3.9,1.9875,-0.75,83.04166666666667,12,17,6,1,0,2,5.5
4.1,2.0,7.3,0.0,1.9,65.5,2.8,-1.6,1025.6,0,2006-12-22,0.0,0.0,0.0,3.2,1.7958333333333334,4.170833333333333,65.04166666666667,12,22,4,0,0,0,0.0
3.3,0.0,6.0,0.2,1.3,44.5,0.8,-7.9,1027.0,0,2007-01-01,0.0,,,2.0,1.2583333333333333,3.0708333333333333,44.333333333333336,1,1,0,0,0,0,0.2
3.1,1.5,4.5,0.5,1.4,80.1,1.3,0.2,1025.2,0,2007-01-02,0.7,0.3,0.2333333333333333,2.3,1.375,3.1625,78.83333333333333,1,2,1,0,0,0,0.5
-1.2,-4.8,4.6,9.0,4.3,76.6,0.9,-5.0,1013.7,0,2007-01-06,9.0,3.5,1.8,7.5,4.025,-0.5916666666666667,77.25,1,6,5,1,0,3,9.0
1.0,-1.1,4.3,0.0,2.5,50.3,1.5,-8.6,1026.9,0,2007-01-18,0.0,0.0,0.0,3.4,2.433333333333333,1.3875000000000002,52.25,1,18,3,0,0,0,0.0
1.4,-0.2,4.3,0.1,2.2,66.6,0.6,-4.1,1019.4,0,2007-01-26,0.1,0.1,0.05,4.0,2.245833333333333,1.3083333333333331,66.58333333333333,1,26,4,0,0,0,0.1
-0.4,-5.0,2.7,1.0,3.7,54.8,2.0,-8.9,1023.1,0,2007-01-30,1.0,1.0,0.5,6.0,3.8,0.0291666666666666,55.41666666666666,1,30,1,0,0,0,1.0
5.6,4.5,6.5,1.0,1.8,77.5,4.0,2.0,1020.2,0,2007-02-08,1.0,0.5,0.2,3.4,1.7291666666666667,5.5875,75.41666666666667,2,8,3,0,0,0,1.0
4.6,3.9,6.1,0.0,2.8,70.3,5.1,-0.2,1015.9,0,2007-02-09,0.0,0.0,0.0,4.7,2.670833333333333,4.695833333333334,70.83333333333333,2,9,4,0,0,0,0.0
3.5,0.4,6.0,0.0,3.5,59.5,4.3,-3.9,1015.0,0,2007-02-10,0.0,0.0,0.0,6.5,3.575,3.7458333333333336,61.29166666666666,2,10,5,1,0,0,0.0
3.7,1.2,7.4,11.5,2.7,64.5,2.6,-2.8,1017.8,0,2007-02-13,9.0,6.0,4.5,4.4,2.783333333333333,3.720833333333333,61.66666666666666,2,13,1,0,0,4,11.5
-0.1,-3.2,4.0,0.1,4.5,59.6,3.1,-7.6,1015.3,0,2007-02-14,2.6,2.5,0.52,7.1,4.591666666666667,0.4458333333333333,63.75,2,14,2,0,0,0,0.1
7.6,2.5,13.1,0.0,2.9,64.3,6.0,0.6,1014.9,0,2007-02-22,0.0,,,6.1,2.891666666666667,7.362500000000001,64.29166666666667,2,22,3,0,0,0,0.0
2.9,-0.6,7.4,0.0,3.4,39.8,5.7,-10.8,1020.4,0,2007-02-23,0.0,0.0,0.0,5.3,3.6166666666666663,3.529166666666667,44.625,2,23,4,0,0,0,0.0
8.3,6.5,12.0,22.0,2.6,80.8,7.7,4.7,1020.7,0,2007-03-02,21.5,8.5,3.071428571428572,4.0,2.716666666666667,8.495833333333334,75.29166666666667,3,2,4,0,0,7,22.0
10.4,8.6,12.0,0.2,1.5,88.8,10.2,8.9,1020.4,0,2007-03-03,0.7,0.5,0.2333333333333333,2.6,1.4041666666666668,10.133333333333336,90.125,3,3,5,1,0,0,0.2
10.9,5.5,14.1,34.0,4.4,81.4,10.6,8.1,1007.4,1,2007-03-04,27.5,19.5,6.875,6.9,4.216666666666667,11.6125,80.875,3,4,6,1,1,11,34.0
-2.1,-5.3,5.5,2.0,5.9,64.9,1.9,-8.2,1011.9,0,2007-03-05,8.5,6.5,1.4166666666666667,8.6,5.883333333333333,-1.25,68.20833333333333,3,5,0,0,0,1,2.0
-5.0,-7.6,-1.6,0.0,4.1,38.9,-0.2,-17.8,1023.4,0,2007-03-06,0.0,0.0,0.0,5.4,4.1000000000000005,-4.954166666666667,39.375,3,6,1,0,0,0,0.0
-2.8,-6.9,1.2,0.9,2.8,58.4,0.2,-10.5,1020.2,0,2007-03-07,0.9,0.8,0.3,6.3,2.8375,-3.095833333333333,57.41666666666666,3,7,2,0,0,0,0.9
0.7,-3.5,3.9,1.0,2.5,63.4,1.4,-5.7,1021.7,0,2007-03-08,1.0,1.0,0.3333333333333333,5.4,2.6916666666666664,0.1625,64.33333333333333,3,8,3,0,0,0,1.0
2.3,-3.5,6.5,1.0,3.9,55.4,3.4,-5.9,1018.0,0,2007-03-10,1.0,1.0,0.5,7.8,3.783333333333333,2.708333333333333,56.875,3,10,5,1,0,0,1.0
6.7,5.4,8.3,1.0,2.8,74.4,6.3,2.6,1024.2,0,2007-03-21,1.0,0.5,0.2,4.3,2.775,6.6375,71.45833333333333,3,21,2,0,0,0,1.0
10.8,6.0,16.2,0.4,2.1,59.1,12.7,2.6,1020.0,0,2007-03-23,0.0,,,4.6,2.129166666666667,10.4875,61.04166666666666,3,23,4,0,0,0,0.4
9.5,7.8,13.0,10.5,2.5,84.6,10.2,7.3,1004.7,0,2007-03-24,10.9,3.5,2.18,4.2,2.5166666666666666,9.7625,83.83333333333333,3,24,5,1,0,4,10.5
9.6,3.0,13.5,0.0,2.5,52.3,8.3,-0.1,1013.1,0,2007-03-26,0.0,0.0,0.0,4.9,2.279166666666667,9.016666666666667,51.875,3,26,0,0,0,0,0.0
10.5,8.3,13.8,0.5,3.2,67.6,10.1,5.0,1011.0,0,2007-03-27,0.5,0.4,0.125,4.9,3.391666666666667,10.866666666666667,64.125,3,27,1,0,0,0,0.5
5.5,3.0,9.5,10.5,1.9,79.9,5.4,2.5,1010.2,0,2007-03-28,10.5,6.5,2.625,3.7,1.8375,6.1625000000000005,76.70833333333333,3,28,2,0,0,4,10.5
5.6,1.8,10.6,18.0,2.5,78.1,5.3,1.9,1009.4,0,2007-03-29,16.0,9.0,8.0,4.4,2.6625,5.495833333333334,76.95833333333333,3,29,3,0,0,6,18.0
9.6,3.4,15.6,0.0,1.7,61.0,11.1,1.9,1013.1,0,2007-03-30,2.0,2.0,2.0,3.5,1.8875,9.095833333333331,62.75,3,30,4,0,0,0,0.0
8.9,7.9,11.1,21.5,2.7,83.3,8.9,6.4,1006.5,0,2007-03-31,21.5,12.5,4.3,5.3,2.6958333333333333,9.0875,83.45833333333333,3,31,5,1,0,7,21.5
5.5,1.6,9.1,0.0,3.6,40.8,6.9,-6.8,1018.2,0,2007-04-03,0.0,0.0,0.0,6.7,3.4166666666666665,5.3500000000000005,42.333333333333336,4,3,1,0,0,0,0.0
9.3,6.3,13.8,0.0,2.3,65.8,11.7,3.3,1019.9,0,2007-04-07,0.0,0.0,0.0,4.8,2.2833333333333337,9.266666666666667,63.5,4,7,5,1,0,0,0.0
10.4,9.0,14.3,0.1,2.5,54.8,10.2,1.4,1020.6,0,2007-04-10,0.1,0.1,0.0111111111111111,4.9,2.625,10.479166666666666,51.16666666666666,4,10,1,0,0,0,0.1
11.1,6.8,17.0,2.5,2.9,56.1,14.2,1.6,1020.2,0,2007-04-11,2.0,1.5,1.0,5.0,2.9250000000000003,11.070833333333333,56.708333333333336,4,11,2,0,0,1,2.5
11.8,8.3,15.6,3.5,2.3,63.9,13.0,4.5,1015.4,0,2007-04-12,4.0,1.5,0.3333333333333333,3.8,2.2625,11.5,66.58333333333333,4,12,3,0,0,1,3.5
9.6,7.5,14.3,5.0,4.4,84.5,10.0,7.3,1008.4,0,2007-04-13,5.0,1.9,0.5555555555555556,7.3,4.375,9.954166666666667,80.75,4,13,4,0,0,2,5.0
10.5,5.5,15.8,1.5,3.0,61.5,12.7,2.6,1012.5,0,2007-04-14,0.0,0.0,0.0,6.0,3.125,10.325,60.79166666666666,4,14,5,1,0,0,1.5
12.2,8.0,17.6,1.0,2.5,56.5,14.8,3.0,1009.5,0,2007-04-15,2.5,1.5,0.8333333333333334,5.3,2.4166666666666665,12.2625,58.5,4,15,6,1,0,0,1.0
12.5,10.1,14.5,26.0,3.6,70.4,11.4,6.6,1011.5,0,2007-04-20,26.0,14.0,1.8571428571428568,7.9,3.658333333333333,12.5125,65.41666666666667,4,20,4,0,0,9,26.0
15.2,11.8,20.0,1.0,2.4,82.3,17.1,12.2,1011.4,0,2007-04-21,1.0,0.9,0.2,5.3,2.279166666666667,15.1375,82.45833333333333,4,21,5,1,0,0,1.0
13.1,11.1,16.2,0.5,2.9,60.1,15.0,4.9,1011.7,0,2007-04-22,0.5,0.5,0.0833333333333333,4.6,2.95,13.270833333333334,64.33333333333333,4,22,6,1,0,0,0.5
15.7,11.3,18.7,0.0,1.5,38.0,13.6,1.4,1014.1,0,2007-04-30,0.0,0.0,0.0,2.4,1.3583333333333334,15.683333333333332,37.0,4,30,0,0,0,0,0.0
14.0,11.6,16.8,2.5,2.1,78.6,14.5,10.5,1005.0,0,2007-05-01,2.5,1.5,0.25,3.6,2.0791666666666666,14.041666666666666,75.79166666666667,5,1,1,0,0,1,2.5
15.3,13.0,19.5,0.0,3.4,75.4,16.6,11.1,1011.0,0,2007-05-03,0.0,0.0,0.0,5.6,3.5083333333333333,15.320833333333333,74.16666666666667,5,3,3,0,0,0,0.0
15.9,10.8,22.2,5.5,3.0,65.0,17.6,8.7,1010.9,0,2007-05-09,5.5,3.0,0.9166666666666666,5.2,3.108333333333333,16.57916666666667,62.083333333333336,5,9,2,0,0,2,5.5
13.0,11.1,18.6,20.0,3.0,88.0,13.6,11.3,1008.3,0,2007-05-12,20.0,4.0,1.1111111111111112,6.6,3.075,13.654166666666669,82.95833333333333,5,12,5,1,0,7,20.0
16.5,14.1,20.7,0.1,4.0,67.1,16.2,10.3,1009.7,0,2007-05-14,0.1,0.1,0.05,7.5,3.966666666666667,16.691666666666666,64.0,5,14,0,0,0,0,0.1
17.3,13.6,22.0,42.0,2.7,76.9,17.2,12.9,1000.0,1,2007-05-16,42.0,11.0,3.5,5.9,2.395833333333333,18.09583333333333,71.0,5,16,2,0,1,14,42.0
18.3,13.3,24.0,4.5,3.7,60.4,20.3,9.8,995.2,0,2007-05-17,4.5,2.5,0.5625,4.9,3.625,17.587500000000002,64.5,5,17,3,0,0,2,4.5
14.3,12.5,18.8,13.0,2.5,81.3,14.9,11.2,999.2,0,2007-05-18,13.0,8.5,1.0833333333333333,6.0,2.620833333333333,14.775,79.16666666666667,5,18,4,0,0,4,13.0
16.0,12.5,20.0,0.0,1.4,71.9,16.3,10.8,1007.5,0,2007-05-19,0.0,0.0,0.0,3.5,1.3708333333333331,15.9625,72.41666666666667,5,19,5,1,0,0,0.0
20.7,15.5,25.6,0.0,1.7,48.9,21.4,9.3,1010.0,0,2007-05-23,0.0,0.0,0.0,2.7,1.5375,20.495833333333334,50.458333333333336,5,23,2,0,0,0,0.0
19.8,18.3,22.2,49.0,1.6,78.4,19.6,15.8,1001.8,1,2007-05-24,49.0,10.5,3.0625,2.8,1.5416666666666667,20.1,74.04166666666667,5,24,3,0,1,16,49.0
19.7,16.8,23.1,1.0,3.2,71.6,22.7,14.2,998.5,0,2007-05-25,1.0,0.5,0.125,5.4,3.1333333333333333,19.775,73.70833333333333,5,25,4,0,0,0,1.0
18.1,15.8,20.8,0.0,2.8,76.4,18.7,14.0,1009.5,0,2007-05-29,0.0,0.0,0.0,6.1,2.7291666666666665,18.6625,73.08333333333333,5,29,1,0,0,0,0.0
20.1,17.5,24.8,0.1,2.6,72.6,23.7,15.0,1008.9,0,2007-06-06,0.1,0.1,0.0166666666666666,5.2,2.475,20.14583333333333,72.75,6,6,2,0,0,0,0.1
19.3,17.7,21.7,0.1,2.1,79.4,19.8,15.7,1009.0,0,2007-06-07,0.1,0.1,0.0166666666666666,4.3,2.129166666666667,19.166666666666668,79.0,6,7,3,0,0,0,0.1
19.4,17.2,23.8,0.5,2.5,71.6,21.7,14.2,1009.0,0,2007-06-08,0.5,0.4,0.0555555555555555,3.9,2.333333333333333,19.633333333333333,74.33333333333333,6,8,4,0,0,0,0.5
23.8,19.5,29.3,0.0,2.0,53.3,27.9,13.4,1007.0,0,2007-06-13,0.0,0.0,0.0,3.5,2.025,23.791666666666668,52.125,6,13,2,0,0,0,0.0
23.4,19.8,28.5,0.5,2.8,53.3,27.0,12.4,1006.9,0,2007-06-14,0.5,0.3,0.0555555555555555,5.0,2.841666666666667,23.508333333333336,56.083333333333336,6,14,3,0,0,0,0.5
24.2,21.5,28.6,0.0,2.5,65.6,29.6,17.3,1011.4,0,2007-06-20,0.0,0.0,0.0,4.6,2.5166666666666666,24.29583333333333,64.625,6,20,2,0,0,0,0.0
21.0,19.2,23.2,14.0,1.7,88.8,22.3,19.2,1007.4,0,2007-06-21,14.0,2.0,0.6363636363636364,3.1,1.741666666666667,21.391666666666666,86.41666666666667,6,21,3,0,0,5,14.0
25.4,19.5,31.7,0.1,1.9,61.5,26.6,16.7,1003.7,0,2007-06-22,0.1,0.1,0.0333333333333333,4.3,1.9875,24.89583333333333,64.79166666666667,6,22,4,0,0,0,0.1
24.8,21.3,29.5,0.1,2.1,63.6,26.7,17.5,1006.6,0,2007-06-23,0.0,0.0,0.0,4.8,2.2041666666666666,25.0,64.45833333333333,6,23,5,1,0,0,0.1
21.2,17.8,24.5,6.0,2.2,79.9,23.2,17.6,1000.4,0,2007-06-24,5.1,1.5,0.31875,4.1,2.058333333333333,21.23333333333333,77.29166666666667,6,24,6,1,0,2,6.0
21.7,19.2,25.2,7.0,2.1,83.4,23.5,18.7,1002.0,0,2007-06-25,8.0,2.5,0.6666666666666666,4.4,1.9958333333333331,21.429166666666664,85.625,6,25,0,0,0,2,7.0
25.9,21.5,30.6,0.0,1.7,65.5,27.2,18.8,1007.0,0,2007-06-27,0.0,0.0,0.0,3.8,1.725,25.675,65.41666666666667,6,27,2,0,0,0,0.0
24.6,23.0,27.2,22.0,3.0,87.9,24.1,22.5,1002.9,0,2007-06-28,22.0,11.0,1.5714285714285714,6.3,2.8541666666666665,24.7625,85.75,6,28,3,0,0,7,22.0
21.8,21.1,23.7,4.0,3.5,86.5,21.9,19.6,1004.3,0,2007-06-29,4.0,1.0,0.2857142857142857,5.6,3.6,21.95833333333333,86.83333333333333,6,29,4,0,0,1,4.0
24.2,21.0,28.7,0.1,2.1,72.5,24.7,18.9,1007.1,0,2007-06-30,0.0,0.0,0.0,4.5,2.0416666666666665,24.15416666666667,72.70833333333333,6,30,5,1,0,0,0.1
19.8,19.0,23.2,31.0,3.9,93.0,21.1,18.8,1004.8,1,2007-07-01,30.6,5.0,1.3304347826086955,4.7,3.891666666666667,20.016666666666666,92.0,7,1,6,1,1,10,31.0
20.6,18.7,22.8,76.0,3.3,90.6,21.1,19.1,1002.2,1,2007-07-02,76.5,13.0,5.464285714285714,4.5,3.295833333333333,20.383333333333333,90.41666666666669,7,2,0,0,1,25,50.0
23.6,20.3,27.3,1.0,1.5,78.5,24.5,19.6,1003.4,0,2007-07-03,1.0,0.5,0.2,3.4,1.425,23.46666666666667,79.16666666666667,7,3,1,0,0,0,1.0
22.7,20.7,25.3,31.5,1.7,82.3,23.9,19.6,1001.1,1,2007-07-04,31.5,13.5,3.9375,4.1,1.7708333333333333,22.620833333333334,83.41666666666667,7,4,2,0,1,10,31.5
22.6,20.7,25.1,0.0,2.5,82.4,23.1,19.6,1004.3,0,2007-07-05,0.0,0.0,0.0,4.6,2.5791666666666666,22.495833333333334,82.66666666666667,7,5,3,0,0,0,0.0
26.4,22.7,30.7,0.0,2.3,65.9,27.2,19.5,1003.1,0,2007-07-07,0.0,0.0,0.0,3.8,2.3000000000000003,26.433333333333334,66.29166666666667,7,7,5,1,0,0,0.0
25.9,21.7,30.3,0.5,3.0,62.0,29.3,17.9,1001.2,0,2007-07-09,0.0,0.0,0.0,4.4,2.983333333333333,26.34583333333333,60.54166666666666,7,9,0,0,0,0,0.5
22.4,19.5,25.1,3.5,4.5,66.9,23.5,16.0,998.8,0,2007-07-10,4.0,1.5,0.3333333333333333,6.0,4.4375,22.425,68.29166666666667,7,10,1,0,0,1,3.5
18.9,17.7,21.1,35.5,3.3,90.0,20.0,17.4,1002.3,1,2007-07-11,35.5,11.5,1.5434782608695652,4.7,3.4291666666666667,19.016666666666666,87.75,7,11,2,0,1,12,35.5
23.4,20.1,28.0,0.0,1.8,72.9,24.2,18.1,1006.7,0,2007-07-12,0.0,0.0,0.0,3.4,1.7458333333333331,23.258333333333336,74.0,7,12,3,0,0,0,0.0
24.0,22.0,27.8,0.0,5.0,54.9,26.3,14.5,1002.1,0,2007-07-14,0.0,0.0,0.0,6.3,5.241666666666666,24.133333333333336,54.708333333333336,7,14,5,1,0,0,0.0
24.7,19.1,29.0,0.0,2.3,55.6,26.9,15.2,1001.0,0,2007-07-15,0.0,0.0,0.0,4.2,2.3291666666666666,24.504166666666663,54.958333333333336,7,15,6,1,0,0,0.0
19.9,18.6,25.2,35.5,3.9,91.6,21.3,18.7,997.7,1,2007-07-16,31.0,6.5,1.631578947368421,5.2,3.8875,20.379166666666663,88.54166666666667,7,16,0,0,1,12,35.5
22.4,19.0,27.7,2.5,1.9,78.9,24.4,18.4,1002.0,0,2007-07-17,7.0,4.5,0.7777777777777778,4.2,1.875,22.29583333333333,79.70833333333333,7,17,1,0,0,1,2.5
24.1,23.3,26.8,29.5,2.2,89.9,24.1,22.4,998.0,0,2007-07-19,29.5,5.5,1.475,4.2,2.095833333333333,24.34583333333333,88.33333333333333,7,19,3,0,0,10,29.5
26.2,23.1,30.0,0.4,1.5,78.0,26.8,21.9,1001.1,0,2007-07-20,0.4,0.2,0.0666666666666666,3.1,1.4541666666666666,25.945833333333336,79.08333333333333,7,20,4,0,0,0,0.4
23.6,22.0,26.2,0.2,1.7,71.8,23.9,18.2,1004.3,0,2007-07-21,0.2,0.1,0.0181818181818181,3.6,1.6625,23.883333333333336,73.54166666666667,7,21,5,1,0,0,0.2
23.4,21.1,26.7,19.0,1.7,85.6,23.7,20.9,1009.2,0,2007-07-24,19.0,12.0,1.3571428571428572,3.3,1.7625,23.629166666666663,82.66666666666667,7,24,1,0,0,6,19.0
24.7,23.2,26.7,0.5,2.3,81.8,25.1,21.4,1009.4,0,2007-07-25,0.5,0.5,0.0555555555555555,3.9,2.3583333333333334,24.475,83.54166666666667,7,25,2,0,0,0,0.5
24.6,21.7,27.2,7.5,1.7,81.9,26.2,21.3,1009.8,0,2007-07-29,7.5,4.5,2.5,7.2,1.8583333333333332,24.666666666666668,82.29166666666667,7,29,6,1,0,2,7.5
27.2,25.1,30.1,1.0,4.1,76.8,26.1,22.8,1002.8,0,2007-08-01,1.0,0.5,0.25,6.4,3.9958333333333336,27.133333333333336,76.16666666666667,8,1,2,0,0,0,1.0
27.8,25.7,30.2,5.0,3.1,79.5,26.7,23.9,1004.0,0,2007-08-02,5.0,5.0,1.0,5.8,3.225,27.691666666666663,79.70833333333333,8,2,3,0,0,2,5.0
27.5,25.2,32.2,0.5,2.2,74.6,27.8,22.5,1003.5,0,2007-08-03,0.5,0.2,0.1666666666666666,4.7,2.1708333333333334,27.604166666666668,74.79166666666667,8,3,4,0,0,0,0.5
24.8,22.2,27.7,0.1,2.0,79.9,25.5,21.1,1009.1,0,2007-08-05,0.0,0.0,0.0,3.9,1.9666666666666668,24.73333333333333,80.29166666666667,8,5,6,1,0,0,0.1
25.7,24.0,29.3,0.5,1.9,74.5,26.1,20.7,1012.3,0,2007-08-06,0.6,0.3,0.0857142857142857,4.0,2.025,25.729166666666668,74.54166666666667,8,6,0,0,0,0,0.5
23.8,22.3,25.2,32.0,2.3,87.5,23.5,21.7,1010.5,1,2007-08-07,30.5,11.5,2.3461538461538463,3.6,2.458333333333333,23.7625,86.75,8,7,1,0,1,11,32.0
25.3,21.8,27.7,40.5,2.9,85.3,24.4,22.7,1008.0,1,2007-08-08,42.0,14.5,3.230769230769231,6.2,2.7916666666666665,25.141666666666666,85.91666666666667,8,8,2,0,1,14,40.5
26.1,22.2,29.2,31.0,4.1,84.1,25.5,23.2,1008.8,1,2007-08-09,31.0,16.0,2.3846153846153846,8.8,4.15,25.916666666666668,84.5,8,9,3,0,1,10,31.0
27.7,25.7,31.0,3.5,4.1,76.9,27.2,23.2,1007.8,0,2007-08-10,3.5,2.0,0.3888888888888889,6.2,4.183333333333334,27.791666666666668,76.625,8,10,4,0,0,1,3.5
28.7,25.5,33.0,0.0,1.8,67.0,28.5,21.8,1005.4,0,2007-08-11,0.0,0.0,0.0,3.4,1.7916666666666667,28.5875,68.70833333333333,8,11,5,1,0,0,0.0
26.2,24.6,28.1,9.0,3.3,77.9,24.7,22.0,999.2,0,2007-08-12,9.0,2.5,0.6923076923076923,4.5,3.3083333333333336,26.4375,75.25,8,12,6,1,0,3,9.0
25.8,25.0,28.6,26.5,3.0,86.5,25.3,23.5,1001.5,0,2007-08-14,27.0,6.5,1.6875,5.5,2.9250000000000003,25.954166666666666,86.375,8,14,1,0,0,9,26.5
26.4,23.7,29.5,6.5,1.9,79.1,26.5,22.5,1010.3,0,2007-08-15,6.0,5.5,1.5,4.7,2.0458333333333334,26.2875,79.5,8,15,2,0,0,2,6.5
27.2,25.3,30.8,6.0,2.6,80.8,28.1,23.5,1013.1,0,2007-08-16,6.5,2.0,1.0833333333333333,4.2,2.829166666666667,27.1125,81.29166666666667,8,16,3,0,0,2,6.0
27.2,24.5,31.0,2.5,2.2,74.0,27.1,22.0,1009.8,0,2007-08-20,2.5,1.1,0.8333333333333334,4.0,2.0500000000000003,27.0375,74.58333333333333,8,20,0,0,0,1,2.5
27.4,25.8,29.7,2.0,3.2,79.0,27.7,23.4,1007.6,0,2007-08-21,2.0,1.0,0.6666666666666666,4.2,3.125,27.4,78.625,8,21,1,0,0,1,2.0
27.5,24.2,31.8,9.5,2.4,67.6,27.7,20.6,1007.4,0,2007-08-22,9.5,9.0,2.375,3.9,2.325,27.71666666666667,68.625,8,22,2,0,0,3,9.5
26.7,24.2,30.0,17.0,3.9,80.0,26.6,23.0,1010.8,0,2007-08-27,17.0,10.5,2.4285714285714284,6.8,4.125,27.054166666666664,79.25,8,27,0,0,0,6,17.0
23.3,20.7,26.3,0.0,4.2,67.9,23.3,17.1,1007.2,0,2007-08-29,0.0,0.0,0.0,6.6,4.079166666666667,23.575,67.91666666666667,8,29,2,0,0,0,0.0
20.4,19.2,23.2,22.0,2.8,81.9,20.2,17.3,1008.0,0,2007-09-01,22.0,5.0,1.375,4.4,2.841666666666667,20.6375,81.79166666666667,9,1,5,1,0,7,22.0
20.7,19.0,22.7,0.3,2.3,77.5,21.4,16.8,1006.7,0,2007-09-02,0.3,0.1,0.0375,4.6,2.4791666666666665,20.59583333333333,76.79166666666667,9,2,6,1,0,0,0.3
22.6,18.2,27.6,2.0,1.7,72.6,23.7,17.3,1010.2,0,2007-09-03,2.0,1.5,0.5,2.8,1.5916666666666668,22.445833333333336,72.0,9,3,0,0,0,1,2.0
22.4,20.8,25.0,0.5,2.3,72.6,22.5,17.4,1011.7,0,2007-09-04,0.5,0.3,0.0833333333333333,3.6,2.3541666666666665,22.479166666666668,72.625,9,4,1,0,0,0,0.5
21.3,19.0,24.2,2.0,3.0,69.3,20.8,15.5,1010.8,0,2007-09-05,2.0,0.5,0.2857142857142857,5.1,2.8875,21.35833333333333,70.04166666666667,9,5,2,0,0,1,2.0
17.8,16.8,20.0,19.0,2.2,85.8,18.5,15.6,1008.0,0,2007-09-06,19.0,3.0,1.1176470588235294,3.9,2.4250000000000003,17.966666666666665,84.45833333333333,9,6,3,0,0,6,19.0
21.9,17.3,27.3,1.5,2.1,63.8,22.6,14.4,1009.5,0,2007-09-09,1.5,1.0,0.75,4.0,1.975,21.85,62.583333333333336,9,9,6,1,0,0,1.5
22.0,18.2,27.0,44.5,3.1,75.3,22.5,17.2,1011.1,1,2007-09-14,37.5,10.5,3.75,4.9,2.9791666666666665,22.2375,75.125,9,14,4,0,1,15,44.5
20.5,18.1,23.2,15.5,1.5,86.9,21.2,18.4,1007.0,0,2007-09-15,22.5,9.0,2.5,4.8,1.4875,20.341666666666665,87.33333333333333,9,15,5,1,0,5,15.5
21.1,19.7,24.2,3.5,3.3,77.6,20.5,17.1,1008.6,0,2007-09-16,3.5,1.0,0.35,5.5,3.1958333333333333,21.09583333333333,78.95833333333333,9,16,6,1,0,1,3.5
20.4,18.3,21.8,36.5,4.1,82.4,19.9,17.3,1013.9,1,2007-09-18,36.5,10.5,3.0416666666666665,5.3,4.145833333333333,20.304166666666667,80.875,9,18,1,0,1,12,36.5
22.4,20.3,26.7,48.5,2.3,87.6,22.3,20.3,1010.9,1,2007-09-19,47.5,8.0,3.1666666666666665,4.5,2.2375000000000003,22.629166666666663,86.20833333333333,9,19,2,0,1,16,48.5
25.6,20.1,31.1,18.0,2.7,75.8,24.8,20.7,1010.0,0,2007-09-20,16.0,5.5,1.3333333333333333,5.7,2.5,25.258333333333336,75.91666666666667,9,20,3,0,0,6,18.0
22.1,20.7,24.0,6.5,3.5,78.3,22.4,18.2,1014.3,0,2007-09-21,9.5,5.0,1.5833333333333333,7.5,3.6625,22.40833333333333,77.875,9,21,4,0,0,2,6.5
20.2,18.5,22.1,0.0,4.2,69.1,19.9,14.5,1019.9,0,2007-09-22,0.0,0.0,0.0,7.1,4.141666666666667,20.379166666666663,70.875,9,22,5,1,0,0,0.0
21.7,18.7,25.0,0.4,3.4,64.3,21.3,14.8,1019.4,0,2007-09-23,0.3,0.3,0.0999999999999999,4.3,3.395833333333333,21.691666666666663,62.54166666666666,9,23,6,1,0,0,0.4
22.5,18.6,27.0,0.5,2.2,68.9,23.3,16.5,1016.7,0,2007-09-24,0.6000000000000001,0.4,0.1,3.2,2.2125,22.3375,69.0,9,24,0,0,0,0,0.5
21.0,18.3,23.5,19.5,3.4,84.9,20.6,18.5,1011.3,0,2007-09-27,19.5,5.5,1.21875,6.5,3.5041666666666664,21.275,83.875,9,27,3,0,0,6,19.5
17.2,15.1,19.7,0.5,2.0,63.0,17.5,9.8,1017.5,0,2007-09-28,0.5,0.5,0.1666666666666666,3.5,2.0875,17.475,65.58333333333333,9,28,4,0,0,0,0.5
18.1,14.1,21.2,0.2,2.4,67.8,17.7,12.2,1021.4,0,2007-09-29,0.2,0.1,0.0666666666666666,3.8,2.441666666666667,17.712500000000002,68.20833333333333,9,29,5,1,0,0,0.2
17.9,16.7,18.7,0.5,1.4,78.4,17.5,14.3,1019.1,0,2007-09-30,0.5,0.2,0.0833333333333333,3.4,1.4833333333333334,17.962500000000002,77.83333333333333,9,30,6,1,0,0,0.5
18.3,16.6,20.7,0.0,1.1,74.9,18.4,13.8,1016.8,0,2007-10-01,0.0,0.0,0.0,2.1,1.1041666666666667,18.245833333333334,75.45833333333333,10,1,0,0,0,0,0.0
18.3,17.5,19.3,1.0,2.3,81.4,18.2,15.2,1018.5,0,2007-10-03,1.0,0.5,0.0909090909090909,2.9,2.2666666666666666,18.4375,79.875,10,3,2,0,0,0,1.0
20.2,17.5,25.0,1.5,1.7,78.1,20.7,16.2,1017.7,0,2007-10-04,1.5,0.8,0.3,3.0,1.625,20.008333333333333,79.625,10,4,3,0,0,0,1.5
