avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,avgTd,avgPs,flood_risk,tm,rn_sum,rn_max,rn_mean,ws_max,ws_mean,ta_mean,hm_mean,month,day,weekday,is_weekend,is_rainy,rain_hours,max_hourly_rn
-0.8,-4.8,2.3,0.1,2.8,63.3,0.3,-7.7,1025.9,0,2000-01-10,0.1,0.1,0.0333333333333333,4.7,3.0041666666666664,-0.5,62.833333333333336,1,10,0,0,0,0,0.1
3.7,2.6,5.1,3.9,2.9,81.8,2.3,0.8,1019.6,0,2000-01-12,2.2,0.8,0.55,4.4,3.3375,3.633333333333333,78.04166666666667,1,12,2,0,0,1,3.9
0.7,-2.1,4.0,1.7,3.0,83.8,0.8,-1.7,1016.6,0,2000-01-13,3.4,1.7,0.5666666666666667,5.2,3.1791666666666667,1.0708333333333333,86.625,1,13,3,0,0,1,1.7
-4.7,-7.5,-1.2,0.8,3.3,71.1,-4.1,-9.3,1021.6,0,2000-01-19,0.8,0.6,0.1142857142857143,6.1,3.716666666666667,-4.2875000000000005,69.29166666666667,1,19,2,0,0,0,0.8
-8.5,-11.4,-5.4,0.0,3.9,55.5,-7.4,-16.1,1032.8,0,2000-01-20,0.0,0.0,0.0,6.3,4.179166666666666,-8.208333333333334,54.625,1,20,3,0,0,0,0.0
-2.5,-6.7,1.6,1.2,2.2,62.8,-2.3,-9.4,1031.1,0,2000-01-22,0.6000000000000001,0.4,0.3,3.5,2.341666666666667,-2.8791666666666664,60.125,1,22,5,1,0,0,1.2
2.4,-1.1,7.4,0.4,2.0,72.8,2.4,-2.4,1024.2,0,2000-01-23,1.0,0.6,0.25,3.7,2.2208333333333337,2.1750000000000003,75.33333333333333,1,23,6,1,0,0,0.4
-0.3,-4.1,2.7,0.0,2.0,71.4,-1.0,-4.9,1032.6,0,2000-01-29,0.0,,,3.9,2.0541666666666667,-0.5916666666666667,68.20833333333333,1,29,5,1,0,0,0.0
-4.3,-8.1,1.0,0.0,4.5,58.6,-4.0,-11.6,1034.1,0,2000-01-30,0.0,0.0,0.0,7.4,5.008333333333334,-3.545833333333333,60.125,1,30,6,1,0,0,0.0
-1.8,-4.3,2.0,0.0,2.1,69.9,-2.2,-6.6,1028.4,0,2000-02-03,0.0,0.0,0.0,6.2,2.225,-1.75,68.33333333333333,2,3,3,0,0,0,0.0
-0.5,-5.9,4.1,0.5,1.7,66.3,-2.3,-6.6,1025.3,0,2000-02-05,0.1,0.1,0.1,4.0,1.9166666666666667,-0.5125000000000001,61.41666666666666,2,5,5,1,0,0,0.5
-0.1,-1.3,2.3,0.7,2.6,83.4,0.1,-2.9,1020.4,0,2000-02-06,1.1,0.4,0.22,5.8,2.875,-0.1416666666666667,82.91666666666667,2,6,6,1,0,0,0.7
-1.6,-5.3,1.7,0.0,2.7,68.1,-1.9,-6.8,1016.4,0,2000-02-07,0.0,0.0,0.0,5.2,2.8666666666666667,-1.3375,70.41666666666667,2,7,0,0,0,0,0.0
1.6,-1.0,5.3,0.0,2.4,67.0,1.1,-4.2,1020.1,0,2000-02-11,0.0,0.0,0.0,5.0,2.5458333333333334,1.4083333333333332,65.04166666666667,2,11,4,0,0,0,0.0
-0.3,-4.3,3.5,0.9,4.1,58.8,0.2,-8.6,1015.4,0,2000-02-14,0.9,0.5,0.45,7.2,4.229166666666667,0.1,61.54166666666666,2,14,0,0,0,0,0.9
0.6,-2.9,4.4,0.0,2.6,58.8,1.1,-6.5,1023.4,0,2000-02-23,0.0,0.0,0.0,5.4,2.704166666666667,0.775,59.66666666666666,2,23,2,0,0,0,0.0
0.5,-2.4,3.7,0.0,2.7,60.9,2.5,-6.3,1018.9,0,2000-02-26,0.0,0.0,0.0,5.5,2.970833333333333,0.3374999999999999,57.583333333333336,2,26,5,1,0,0,0.0
1.8,-3.6,6.2,0.0,4.0,59.1,1.6,-5.4,1021.7,0,2000-02-27,0.0,0.0,0.0,9.8,4.420833333333333,1.6708333333333334,58.29166666666666,2,27,6,1,0,0,0.0
-0.8,-4.8,3.9,0.0,3.6,51.3,0.1,-9.8,1021.2,0,2000-03-08,0.0,0.0,0.0,7.1,4.004166666666666,-0.9958333333333332,48.5,3,8,2,0,0,0,0.0
5.2,3.6,7.0,0.0,1.5,79.0,4.1,1.9,1018.1,0,2000-03-11,0.0,0.0,0.0,4.2,1.75,5.3125,78.66666666666667,3,11,5,1,0,0,0.0
7.8,1.0,13.8,0.0,2.1,47.0,5.2,-3.7,1015.8,0,2000-03-15,0.0,,,5.5,2.2958333333333334,7.395833333333333,42.208333333333336,3,15,2,0,0,0,0.0
5.6,3.6,9.3,0.1,3.4,62.6,5.5,-1.2,1009.6,0,2000-03-16,0.1,0.1,0.0333333333333333,7.0,3.641666666666667,5.775,60.875,3,16,3,0,0,0,0.1
6.4,3.2,10.0,0.4,3.2,70.1,7.7,1.1,1015.6,0,2000-03-19,0.4,0.4,0.2,6.8,3.575,6.391666666666667,69.45833333333333,3,19,6,1,0,0,0.4
7.3,4.8,10.1,1.2,3.8,75.5,7.6,3.2,1013.6,0,2000-03-23,1.2,0.7,0.3999999999999999,7.6,4.116666666666666,7.483333333333333,68.95833333333333,3,23,3,0,0,0,1.2
13.1,5.1,18.9,1.2,4.6,50.6,11.1,2.4,1008.7,0,2000-03-27,0.0,,,11.2,4.958333333333333,12.8875,45.958333333333336,3,27,0,0,0,0,1.2
11.0,6.0,15.8,0.1,3.9,65.1,12.5,4.4,1001.2,0,2000-03-28,1.3,1.2,0.65,7.0,4.516666666666667,11.258333333333333,66.625,3,28,1,0,0,0,0.1
7.7,3.8,11.9,0.1,4.1,54.9,10.9,-1.1,1010.5,0,2000-03-29,0.1,0.1,0.05,6.7,4.65,7.325,54.54166666666666,3,29,2,0,0,0,0.1
9.6,6.1,13.3,0.0,4.3,48.5,13.4,-1.5,1013.5,0,2000-04-05,0.0,0.0,0.0,7.9,4.941666666666666,10.041666666666666,49.04166666666666,4,5,2,0,0,0,0.0
11.8,5.9,19.2,0.8,2.1,47.5,14.1,0.4,1015.8,0,2000-04-09,0.0,0.0,0.0,6.0,2.475,11.8375,43.875,4,9,6,1,0,0,0.8
6.0,2.9,9.7,4.2,5.2,50.9,10.6,-4.4,1012.8,0,2000-04-10,5.0,1.5,0.7142857142857143,9.1,5.6625000000000005,6.291666666666667,54.75,4,10,0,0,0,1,4.2
12.0,8.8,18.1,1.4,2.2,48.0,12.8,1.1,1010.3,0,2000-04-15,1.4,0.8,0.2799999999999999,5.9,2.3833333333333333,11.975,47.375,4,15,5,1,0,0,1.4
14.8,11.2,17.7,0.0,3.0,54.5,15.4,5.5,1015.9,0,2000-04-18,0.0,0.0,0.0,6.8,3.3708333333333336,14.3375,54.41666666666666,4,18,1,0,0,0,0.0
14.6,10.0,20.0,4.0,2.7,64.6,15.9,7.6,1010.2,0,2000-04-19,4.0,1.7,0.3333333333333333,5.7,3.1625,14.504166666666668,63.54166666666666,4,19,2,0,0,1,4.0
15.5,9.2,23.5,0.0,2.9,60.5,17.2,7.7,1011.9,0,2000-04-20,0.0,,,7.0,3.2,15.129166666666668,58.5,4,20,3,0,0,0,0.0
12.1,10.0,14.9,9.0,2.9,83.9,13.8,9.4,1007.1,0,2000-04-21,9.0,3.7,0.6428571428571429,5.8,3.3000000000000003,12.170833333333334,84.25,4,21,4,0,0,3,9.0
9.6,7.5,11.9,4.1,3.1,72.8,10.2,4.8,1005.1,0,2000-04-22,4.1,1.8,0.82,7.6,3.5875,9.6375,73.91666666666667,4,22,5,1,0,1,4.1
15.4,9.8,20.9,0.5,1.9,44.0,14.8,2.9,1008.1,0,2000-04-25,0.4,0.3,0.08,4.8,2.225,14.979166666666666,42.333333333333336,4,25,1,0,0,0,0.5
11.3,9.3,14.4,3.1,2.5,84.0,11.4,8.6,1001.5,0,2000-04-26,3.2,1.0,0.3555555555555555,5.4,2.704166666666667,11.441666666666668,81.91666666666667,4,26,2,0,0,1,3.1
9.5,8.2,10.4,3.6,1.7,89.6,9.6,7.8,1006.7,0,2000-04-27,3.6,1.5,0.4,3.8,1.9416666666666669,9.495833333333334,88.79166666666667,4,27,3,0,0,1,3.6
14.2,10.8,19.2,0.0,3.2,71.1,18.2,8.9,1007.2,0,2000-05-01,0.0,0.0,0.0,7.5,3.720833333333333,13.779166666666669,72.66666666666667,5,1,0,0,0,0,0.0
16.9,12.9,22.2,1.8,1.9,55.0,18.9,7.2,1014.2,0,2000-05-05,0.2,0.2,0.04,4.5,1.95,17.054166666666667,50.083333333333336,5,5,4,0,0,1,1.8
15.5,12.3,19.6,1.8,3.0,63.0,18.3,7.7,1014.3,0,2000-05-06,3.4,1.7,0.6799999999999999,5.4,3.345833333333333,15.4,65.79166666666667,5,6,5,1,0,1,1.8
14.3,10.9,18.9,20.0,3.0,78.4,14.4,10.3,1005.7,0,2000-05-10,19.9,5.9,1.24375,6.6,3.1916666666666664,14.708333333333334,72.83333333333333,5,10,2,0,0,7,20.0
11.7,10.1,14.2,7.6,3.5,86.4,11.1,9.4,1005.9,0,2000-05-11,7.7,1.9,0.7000000000000001,6.3,4.1375,11.55,85.29166666666667,5,11,3,0,0,3,7.6
16.9,13.9,22.0,0.0,2.3,67.5,18.5,10.9,1011.6,0,2000-05-15,0.0,0.0,0.0,4.7,2.3625000000000003,16.845833333333335,61.833333333333336,5,15,0,0,0,0,0.0
16.7,13.4,20.1,0.6,1.9,75.9,16.9,12.3,1010.3,0,2000-05-16,0.6,0.5,0.1999999999999999,4.0,1.9125,16.433333333333334,74.125,5,16,1,0,0,0,0.6
15.7,12.7,20.1,27.0,1.8,83.0,17.6,12.6,1006.6,0,2000-05-19,26.5,8.8,2.409090909090909,4.3,2.125,15.425,80.66666666666667,5,19,4,0,0,9,27.0
16.7,11.2,23.0,0.0,1.9,66.1,18.9,9.9,1012.0,0,2000-05-21,0.0,0.0,0.0,3.3,2.0458333333333334,16.1125,69.25,5,21,6,1,0,0,0.0
22.6,18.3,27.7,3.1,1.6,62.8,23.3,14.7,1008.3,0,2000-05-26,2.1,1.0,0.525,5.6,1.7375,22.525,58.41666666666666,5,26,4,0,0,1,3.1
18.0,16.7,19.1,13.3,2.1,93.0,19.2,16.8,998.8,0,2000-05-27,14.3,1.5,0.7526315789473684,3.7,1.8,17.966666666666665,93.20833333333331,5,27,5,1,0,4,13.3
19.9,15.8,25.7,0.0,2.4,59.8,23.3,11.7,1004.3,0,2000-05-31,0.0,0.0,0.0,4.8,2.8208333333333333,19.5125,59.54166666666666,5,31,2,0,0,0,0.0
20.4,15.1,26.3,0.3,2.2,68.8,22.6,14.2,1011.2,0,2000-06-01,0.3,0.3,0.15,5.7,2.470833333333333,20.1375,66.625,6,1,3,0,0,0,0.3
24.9,18.5,31.6,0.0,1.2,64.5,27.5,17.2,1008.3,0,2000-06-03,0.0,0.0,0.0,3.2,1.3583333333333334,24.508333333333336,63.16666666666666,6,3,5,1,0,0,0.0
20.6,18.0,23.2,0.4,0.9,64.9,21.4,13.7,1001.7,0,2000-06-08,0.4,0.4,0.0571428571428571,3.0,0.9333333333333332,20.5125,61.208333333333336,6,8,3,0,0,0,0.4
20.3,17.0,25.5,3.2,1.6,68.4,23.6,14.1,1009.8,0,2000-06-10,3.2,3.1,1.6,2.9,1.7541666666666669,20.125,68.5,6,10,5,1,0,1,3.2
23.0,16.7,29.5,0.0,2.0,47.8,29.1,10.4,1007.8,0,2000-06-12,0.0,0.0,0.0,4.3,1.4625,22.6125,47.79166666666666,6,12,0,0,0,0,0.0
22.9,16.4,29.7,0.0,2.4,57.6,29.7,13.7,1004.7,0,2000-06-13,0.0,0.0,0.0,5.6,2.6958333333333333,22.6125,55.208333333333336,6,13,1,0,0,0,0.0
24.4,19.3,29.7,0.0,2.3,58.0,29.3,15.3,1003.6,0,2000-06-14,0.0,0.0,0.0,4.8,2.658333333333333,24.09583333333333,55.29166666666666,6,14,2,0,0,0,0.0
23.3,20.2,28.4,9.8,1.1,73.3,24.2,18.0,1005.3,0,2000-06-22,9.8,4.8,0.7000000000000001,3.0,1.2166666666666666,23.275,71.08333333333333,6,22,3,0,0,3,9.8
23.0,20.6,26.8,0.3,1.0,77.1,23.2,18.7,1004.5,0,2000-06-23,0.3,0.2,0.0333333333333333,2.4,1.2708333333333333,22.683333333333334,76.375,6,23,4,0,0,0,0.3
24.1,22.6,26.6,7.5,1.2,83.6,24.4,21.1,1004.8,0,2000-06-26,3.8,1.4,0.3166666666666666,2.6,1.3333333333333333,24.070833333333336,81.70833333333333,6,26,0,0,0,2,7.5
24.3,20.4,29.3,21.4,2.4,72.9,25.0,18.7,1001.3,0,2000-06-27,25.1,8.2,2.51,4.3,2.7125,23.90833333333333,74.83333333333333,6,27,1,0,0,7,21.4
23.3,20.9,25.7,21.5,1.4,84.1,23.6,20.5,1002.1,0,2000-06-29,21.0,7.1,2.1,3.2,1.6708333333333334,23.22083333333333,82.95833333333333,6,29,3,0,0,7,21.5
23.0,20.5,26.8,3.7,3.3,82.4,23.5,19.7,1005.0,0,2000-06-30,4.2,1.6,0.42,6.6,3.725,22.775,83.66666666666667,6,30,4,0,0,1,3.7
28.2,23.2,33.8,0.1,1.2,68.8,30.6,21.7,1012.2,0,2000-07-04,0.1,0.1,0.05,4.2,1.4708333333333332,28.054166666666664,66.45833333333333,7,4,1,0,0,0,0.1
28.7,22.8,34.0,0.0,1.1,60.9,33.9,20.0,1009.9,0,2000-07-10,0.0,0.0,0.0,3.8,1.4916666666666665,28.275,59.375,7,10,0,0,0,0,0.0
23.5,20.1,27.8,23.0,4.0,88.9,24.3,21.6,1004.0,0,2000-07-11,21.9,6.9,1.0428571428571427,9.5,4.458333333333333,23.9,85.79166666666667,7,11,1,0,0,8,23.0
25.4,20.1,28.7,4.0,4.4,81.0,25.9,21.7,1002.1,0,2000-07-12,5.1,2.0,1.02,9.2,4.7625,24.804166666666664,80.54166666666667,7,12,2,0,0,1,4.0
27.0,25.1,30.5,0.0,2.8,77.6,28.5,22.7,1010.0,0,2000-07-17,0.0,0.0,0.0,4.8,3.125,26.84583333333333,76.375,7,17,0,0,0,0,0.0
27.7,25.1,32.0,2.0,1.7,77.3,30.0,23.3,1007.7,0,2000-07-18,2.0,1.9,0.6666666666666666,3.8,1.975,27.416666666666668,76.29166666666667,7,18,1,0,0,1,2.0
26.8,24.7,28.9,15.8,1.4,85.1,27.3,24.1,1007.4,0,2000-07-19,15.8,9.0,1.3166666666666669,4.0,1.3416666666666668,26.64583333333333,84.41666666666667,7,19,2,0,0,5,15.8
27.9,25.2,31.8,1.7,3.3,80.1,28.9,24.0,1008.3,0,2000-07-20,1.7,1.2,0.2428571428571428,6.3,3.204166666666667,27.6,80.0,7,20,3,0,0,1,1.7
24.8,23.8,26.2,60.6,3.6,92.8,24.8,23.6,998.1,1,2000-07-22,60.6,20.6,4.328571428571428,7.5,4.0875,24.83333333333333,92.0,7,22,5,1,1,20,50.0
27.5,25.2,29.7,5.6,1.1,77.9,28.0,23.3,999.5,0,2000-07-29,5.6,3.4,2.8,3.8,1.3791666666666669,27.5125,74.45833333333333,7,29,5,1,0,2,5.6
23.9,20.6,26.6,1.5,1.1,78.8,24.8,19.9,997.5,0,2000-07-30,1.5,0.6,0.3,3.2,1.275,23.96666666666667,79.08333333333333,7,30,6,1,0,0,1.5
25.3,20.7,30.4,0.4,1.5,68.0,26.7,18.7,999.8,0,2000-07-31,0.4,0.3,0.0666666666666666,3.6,1.6125,25.0625,66.0,7,31,0,0,0,0,0.4
28.3,23.4,32.7,0.2,1.5,61.6,32.2,20.1,1010.6,0,2000-08-03,0.2,0.2,0.2,3.6,1.7708333333333333,28.1125,58.125,8,3,3,0,0,0,0.2
24.6,21.5,29.4,32.7,1.9,84.3,26.4,21.7,1012.2,1,2000-08-04,32.7,9.1,2.04375,3.6,2.1416666666666666,24.629166666666663,82.33333333333333,8,4,4,0,1,11,32.7
25.2,23.2,28.4,3.4,0.5,90.9,26.6,23.7,1014.1,0,2000-08-05,3.4,1.5,0.3090909090909091,1.7,0.5583333333333333,24.9375,90.0,8,5,5,1,0,1,3.4
24.4,23.5,25.5,7.9,0.8,92.0,25.2,23.0,1013.5,0,2000-08-06,7.8,2.6,0.4588235294117647,1.8,0.9708333333333332,24.204166666666666,91.5,8,6,6,1,0,3,7.9
24.6,23.0,28.2,43.4,1.0,92.0,24.8,23.1,1012.5,1,2000-08-07,43.5,41.2,5.4375,6.8,0.9666666666666668,24.316666666666663,90.125,8,7,0,0,1,14,43.4
26.5,22.9,31.7,0.0,0.9,81.6,27.2,23.0,1012.4,0,2000-08-08,0.0,0.0,0.0,3.0,0.9666666666666668,26.308333333333334,80.08333333333333,8,8,1,0,0,0,0.0
26.9,23.5,31.6,14.5,1.2,77.1,28.1,22.3,1011.6,0,2000-08-09,14.5,12.1,4.833333333333333,7.8,1.4833333333333334,26.445833333333336,76.25,8,9,2,0,0,5,14.5
28.8,25.0,35.0,0.0,1.4,68.4,31.8,22.4,1005.7,0,2000-08-17,0.0,0.0,0.0,3.2,1.5041666666666669,28.55,66.5,8,17,3,0,0,0,0.0
28.9,25.5,34.5,0.0,1.8,67.3,32.0,22.0,1007.0,0,2000-08-18,0.0,0.0,0.0,3.7,2.1125000000000003,28.683333333333334,63.125,8,18,4,0,0,0,0.0
24.6,22.1,26.9,14.2,1.6,83.0,25.4,21.5,1005.0,0,2000-08-19,14.2,6.4,2.0285714285714285,2.5,1.7416666666666665,24.579166666666666,80.875,8,19,5,1,0,5,14.2
22.1,20.3,24.6,71.1,1.8,95.9,23.4,21.4,999.4,1,2000-08-20,70.6,15.2,3.209090909090909,4.3,2.075,22.15833333333333,94.54166666666669,8,20,6,1,1,24,50.0
22.7,19.0,26.2,27.2,4.4,86.3,23.4,20.2,1003.0,0,2000-08-21,27.7,10.0,1.6294117647058823,7.5,4.8625,22.58333333333333,85.625,8,21,0,0,0,9,27.2
25.1,21.7,28.8,0.0,3.0,74.5,26.1,19.9,1011.8,0,2000-08-22,0.0,0.0,0.0,5.3,3.533333333333333,24.73333333333333,72.625,8,22,1,0,0,0,0.0
25.4,21.1,30.2,3.3,1.4,75.6,26.1,20.4,1014.7,1,2000-08-23,1.6,1.5,0.8,3.5,1.6041666666666667,25.39583333333333,73.16666666666667,8,23,2,0,0,1,3.3
23.4,21.8,25.4,10.1,1.0,88.8,24.4,21.8,1013.0,1,2000-08-24,11.8,2.1,0.8428571428571429,5.5,1.1166666666666667,23.17083333333333,87.375,8,24,3,0,0,3,10.1
22.0,20.6,23.5,122.9,1.1,94.8,22.6,21.1,1007.7,1,2000-08-25,122.9,28.0,8.193333333333333,3.3,1.2458333333333331,21.77916666666667,94.04166666666669,8,25,4,0,1,41,50.0
22.1,21.0,23.0,89.3,1.3,96.0,22.5,21.5,1007.2,1,2000-08-26,84.3,21.0,3.8318181818181816,3.4,1.5125,21.9125,95.33333333333331,8,26,5,1,1,30,50.0
25.0,22.5,27.1,26.1,1.5,89.8,24.6,23.2,1008.3,1,2000-08-27,31.1,9.8,1.94375,3.9,1.7958333333333334,24.60833333333333,88.04166666666667,8,27,6,1,0,9,26.1
25.3,23.3,29.0,82.3,1.0,90.1,26.5,23.5,1012.5,1,2000-08-28,82.3,43.5,5.878571428571428,5.4,1.1875,25.275,89.58333333333333,8,28,0,0,1,27,50.0
25.4,22.6,27.5,50.8,4.3,83.0,24.6,22.2,998.0,1,2000-08-31,48.3,7.5,4.025,8.2,4.033333333333333,25.4375,80.54166666666667,8,31,3,0,1,17,50.0
24.4,22.8,26.0,7.1,6.6,88.4,24.0,22.3,1001.8,1,2000-09-01,9.6,2.5,0.5647058823529412,11.2,7.495833333333334,24.191666666666663,87.91666666666667,9,1,4,0,0,2,7.1
25.1,22.5,31.0,9.5,1.0,83.1,26.7,21.8,1011.4,0,2000-09-03,9.5,8.7,4.75,3.2,1.1166666666666667,24.995833333333334,82.45833333333333,9,3,6,1,0,3,9.5
22.5,19.8,25.9,5.8,1.4,81.4,23.7,19.0,1006.9,0,2000-09-06,5.800000000000001,5.2,0.9666666666666668,5.1,1.525,22.320833333333336,80.75,9,6,2,0,0,2,5.8
20.7,19.2,22.8,0.1,1.9,69.6,21.5,14.8,1012.9,0,2000-09-07,0.1,0.1,0.025,2.7,1.7958333333333334,20.75,69.0,9,7,3,0,0,0,0.1
20.6,18.0,23.2,0.6,1.8,75.3,21.4,16.0,1016.8,0,2000-09-08,0.6000000000000001,0.4,0.2,2.8,1.8291666666666664,20.45833333333333,73.79166666666667,9,8,4,0,0,0,0.6
20.2,17.1,22.8,0.3,1.5,74.1,21.3,15.3,1015.1,0,2000-09-09,0.3,0.2,0.05,2.5,1.5125,20.125,72.70833333333333,9,9,5,1,0,0,0.3
16.5,15.0,19.6,8.2,1.6,83.5,17.4,13.7,1014.9,0,2000-09-13,8.2,0.8,0.431578947368421,3.3,1.5916666666666668,16.683333333333334,79.875,9,13,2,0,0,3,8.2
16.7,14.8,18.1,16.7,1.4,87.6,17.5,14.6,1011.1,0,2000-09-14,16.7,2.4,0.8789473684210526,2.9,1.4666666666666668,16.55,85.91666666666667,9,14,3,0,0,6,16.7
17.0,15.5,18.2,60.8,2.0,91.9,17.8,15.6,1003.5,1,2000-09-15,55.8,8.5,2.325,3.5,1.8416666666666668,17.095833333333335,90.33333333333331,9,15,4,0,1,20,50.0
16.0,14.5,18.1,68.8,3.4,91.9,16.6,14.7,994.1,1,2000-09-16,73.8,8.2,3.075,8.2,3.25,15.983333333333334,92.20833333333331,9,16,5,1,1,23,50.0
19.2,14.9,23.8,0.1,3.0,65.8,19.7,12.5,1005.1,0,2000-09-17,0.1,0.1,0.05,5.1,3.125,18.854166666666668,63.5,9,17,6,1,0,0,0.1
20.2,17.3,24.8,0.0,1.4,71.6,21.9,14.5,1014.1,0,2000-09-25,0.0,0.0,0.0,3.4,1.3708333333333331,20.22083333333333,72.29166666666667,9,25,0,0,0,0,0.0
17.9,16.3,19.4,0.5,1.0,62.8,16.7,10.7,1019.1,0,2000-09-28,0.5,0.2,0.0833333333333333,4.0,1.025,17.941666666666666,62.458333333333336,9,28,3,0,0,0,0.5
19.4,17.6,21.8,0.4,1.6,80.5,20.5,15.9,1011.9,0,2000-10-02,0.4,0.2,0.1,4.3,1.6416666666666666,19.17083333333333,79.875,10,2,0,0,0,0,0.4
18.5,15.6,21.0,0.1,1.9,78.0,19.2,14.4,1015.8,0,2000-10-10,0.1,0.1,0.0125,3.4,1.9708333333333328,18.675,75.91666666666667,10,10,1,0,0,0,0.1
15.0,12.6,16.6,2.6,1.5,88.0,16.0,13.0,1016.9,0,2000-10-11,2.6,1.3,0.2,3.7,1.4875,15.158333333333331,88.08333333333333,10,11,2,0,0,1,2.6
12.4,8.5,15.1,0.6,1.3,75.1,12.0,8.0,1019.3,0,2000-10-17,0.6,0.5,0.12,3.9,1.3708333333333331,12.0375,71.625,10,17,1,0,0,0,0.6
16.7,12.7,22.0,0.4,1.2,65.3,16.8,9.9,1018.0,0,2000-10-23,0.4,0.2,0.08,2.3,1.2833333333333334,16.670833333333334,62.41666666666666,10,23,0,0,0,0,0.4
14.9,14.0,15.8,11.8,1.4,87.1,14.8,12.7,1017.1,0,2000-10-24,10.9,1.7,0.7266666666666667,2.4,1.4208333333333334,14.833333333333334,85.58333333333333,10,24,1,0,0,4,11.8
14.3,9.9,17.8,2.2,2.6,66.0,15.0,7.5,1017.8,0,2000-10-25,3.1,0.9,0.4428571428571429,4.2,2.5166666666666666,14.520833333333334,69.66666666666667,10,25,2,0,0,1,2.2
9.8,1.8,15.3,0.0,2.7,50.3,9.9,-1.4,1022.9,0,2000-11-07,0.0,0.0,0.0,4.9,2.7416666666666667,10.5375,55.125,11,7,1,0,0,0,0.0
4.2,0.3,7.2,1.4,1.9,70.8,5.3,-1.1,1025.8,0,2000-11-10,1.4,1.3,0.35,3.6,1.9333333333333331,4.604166666666667,65.79166666666667,11,10,4,0,0,0,1.4
4.1,-0.5,8.7,0.0,1.3,58.3,2.2,-3.7,1025.3,0,2000-11-12,0.0,0.0,0.0,3.5,1.3791666666666669,3.7375,56.125,11,12,6,1,0,0,0.0
6.1,3.9,9.4,8.8,3.6,74.6,6.0,1.6,1026.6,0,2000-11-16,8.8,4.5,2.2,5.3,3.5666666666666664,6.341666666666666,70.5,11,16,3,0,0,3,8.8
5.4,2.5,7.5,0.0,2.5,70.9,5.8,0.6,1024.6,0,2000-11-17,0.0,0.0,0.0,4.2,2.6625,5.4375,71.66666666666667,11,17,4,0,0,0,0.0
6.7,1.0,11.7,3.2,1.7,53.3,4.8,-2.7,1027.3,0,2000-11-19,0.0,0.0,0.0,3.1,1.7833333333333332,6.283333333333334,47.66666666666666,11,19,6,1,0,1,3.2
4.6,1.8,6.9,10.9,3.0,82.4,4.6,1.9,1017.2,0,2000-11-20,14.1,3.8,2.35,4.9,2.954166666666667,4.8625,83.875,11,20,0,0,0,4,10.9
7.2,1.8,10.4,2.8,2.1,72.4,5.7,2.2,1021.3,0,2000-11-26,2.8,1.6,1.4,4.4,2.0791666666666666,7.725,71.5,11,26,6,1,0,1,2.8
6.7,2.1,11.6,0.0,1.7,55.9,3.7,-2.1,1024.3,0,2000-12-02,0.0,,,2.8,1.7,6.433333333333334,52.54166666666666,12,2,5,1,0,0,0.0
2.4,-1.1,7.4,0.0,3.0,46.6,2.5,-7.7,1022.2,0,2000-12-03,0.0,0.0,0.0,4.8,3.154166666666667,2.9416666666666664,47.708333333333336,12,3,6,1,0,0,0.0
1.8,-3.7,5.9,0.9,1.7,47.5,0.2,-8.5,1019.9,0,2000-12-04,0.0,,,4.2,1.775,1.3708333333333331,42.5,12,4,0,0,0,0,0.9
1.4,-3.0,6.1,0.0,3.1,58.3,0.8,-5.8,1021.5,0,2000-12-05,0.9,0.9,0.45,5.0,3.1833333333333336,2.029166666666667,57.583333333333336,12,5,1,0,0,0,0.0
2.5,-5.2,9.9,2.2,3.5,57.0,3.9,-5.4,1021.7,0,2000-12-10,2.2,1.3,1.1,5.6,3.5083333333333333,3.6166666666666663,58.625,12,10,6,1,0,1,2.2
-4.6,-9.2,-0.5,0.0,1.8,49.8,-3.5,-13.9,1029.3,0,2000-12-12,0.0,0.0,0.0,2.9,1.75,-5.0625,46.25,12,12,1,0,0,0,0.0
3.5,-1.3,7.4,0.7,1.7,72.8,0.6,-1.2,1023.8,0,2000-12-14,0.0,0.0,0.0,4.0,1.8083333333333331,2.958333333333333,73.0,12,14,3,0,0,0,0.7
7.6,4.6,10.0,4.7,3.9,78.3,4.0,3.7,1021.6,0,2000-12-15,5.4,3.7,0.9,6.4,3.579166666666667,7.475,77.25,12,15,4,0,0,2,4.7
2.7,-1.2,5.3,3.2,1.8,63.3,-0.3,-3.9,1020.6,0,2000-12-18,1.6,0.8,0.8,2.9,1.8333333333333333,2.254166666666667,59.54166666666666,12,18,0,0,0,1,3.2
1.5,-1.4,4.8,0.1,2.5,69.8,1.0,-3.3,1025.6,0,2000-12-19,1.7000000000000002,1.6,0.8500000000000001,4.9,2.725,1.7333333333333334,72.20833333333333,12,19,1,0,0,0,0.1
0.9,-0.4,2.4,0.0,1.9,75.3,0.3,-2.8,1022.3,0,2000-12-20,0.0,0.0,0.0,3.8,2.0375,0.9,75.0,12,20,2,0,0,0,0.0
5.4,0.9,8.3,0.0,3.1,60.1,2.4,-1.5,1017.0,0,2000-12-22,0.0,0.0,0.0,6.3,3.0625,4.929166666666666,53.375,12,22,4,0,0,0,0.0
2.9,-0.1,7.5,13.9,2.8,67.4,3.2,-3.2,1015.1,0,2000-12-23,13.9,9.6,4.633333333333334,4.9,3.0083333333333333,3.3875,68.45833333333333,12,23,5,1,0,5,13.9
